id,identifier,form_identifier,pokemon_id,introduced_in_version_group_id,is_default,is_battle_only,is_mega,form_order,order
638,cobalion,,638,11,1,0,0,1,818
639,terrakion,,639,11,1,0,0,1,819
640,virizion,,640,11,1,0,0,1,820
641,tornadus-incarnate,incarnate,641,11,1,0,0,1,821
642,thundurus-incarnate,incarnate,642,11,1,0,0,1,823
643,reshiram,,643,11,1,0,0,1,825
644,zekrom,,644,11,1,0,0,1,826
645,landorus-incarnate,incarnate,645,11,1,0,0,1,827
646,kyurem,,646,11,1,0,0,1,829
647,keldeo-ordinary,ordinary,647,11,1,0,0,1,832
648,meloetta-aria,aria,648,11,1,0,0,1,834
649,genesect,,649,11,1,0,0,1,836
650,chespin,,650,15,1,0,0,1,841
651,quilladin,,651,15,1,0,0,1,842
652,chesnaught,,652,15,1,0,0,1,843
653,fennekin,,653,15,1,0,0,1,844
654,braixen,,654,15,1,0,0,1,845
655,delphox,,655,15,1,0,0,1,846
656,froakie,,656,15,1,0,0,1,847
657,frogadier,,657,15,1,0,0,1,848
658,greninja,,658,15,1,0,0,1,849
659,bunnelby,,659,15,1,0,0,1,852
660,diggersby,,660,15,1,0,0,1,853
661,fletchling,,661,15,1,0,0,1,854
662,fletchinder,,662,15,1,0,0,1,855
663,talonflame,,663,15,1,0,0,1,856
664,scatterbug-icy-snow,icy-snow,664,15,1,0,0,1,857
665,spewpa-icy-snow,icy-snow,665,15,1,0,0,1,877
666,vivillon-meadow,meadow,666,15,0,0,0,7,903
667,litleo,,667,15,1,0,0,1,917
668,pyroar,,668,15,1,0,0,1,918
669,flabebe-red,red,669,15,1,0,0,1,919
670,floette-red,red,670,15,1,0,0,1,924
671,florges-red,red,671,15,1,0,0,1,930
672,skiddo,,672,15,1,0,0,1,935
673,gogoat,,673,15,1,0,0,1,936
674,pancham,,674,15,1,0,0,1,937
675,pangoro,,675,15,1,0,0,1,938
676,furfrou-natural,natural,676,15,1,0,0,1,939
677,espurr,,677,15,1,0,0,1,949
678,meowstic-male,male,678,15,1,0,0,1,950
679,honedge,,679,15,1,0,0,1,952
680,doublade,,680,15,1,0,0,1,953
681,aegislash-shield,shield,681,15,1,0,0,1,954
682,spritzee,,682,15,1,0,0,1,956
683,aromatisse,,683,15,1,0,0,1,957
684,swirlix,,684,15,1,0,0,1,958
685,slurpuff,,685,15,1,0,0,1,959
686,inkay,,686,15,1,0,0,1,960
687,malamar,,687,15,1,0,0,1,961
688,binacle,,688,15,1,0,0,1,962
689,barbaracle,,689,15,1,0,0,1,963
690,skrelp,,690,15,1,0,0,1,964
691,dragalge,,691,15,1,0,0,1,965
692,clauncher,,692,15,1,0,0,1,966
693,clawitzer,,693,15,1,0,0,1,967
694,helioptile,,694,15,1,0,0,1,968
695,heliolisk,,695,15,1,0,0,1,969
696,tyrunt,,696,15,1,0,0,1,970
697,tyrantrum,,697,15,1,0,0,1,971
698,amaura,,698,15,1,0,0,1,972
699,aurorus,,699,15,1,0,0,1,973
700,sylveon,,700,15,1,0,0,1,223
701,hawlucha,,701,15,1,0,0,1,974
702,dedenne,,702,15,1,0,0,1,975
703,carbink,,703,15,1,0,0,1,976
704,goomy,,704,15,1,0,0,1,977
705,sliggoo,,705,15,1,0,0,1,978
706,goodra,,706,15,1,0,0,1,979
707,klefki,,707,15,1,0,0,1,980
708,phantump,,708,15,1,0,0,1,981
709,trevenant,,709,15,1,0,0,1,982
710,pumpkaboo-average,average,710,15,1,0,0,1,983
711,gourgeist-average,average,711,15,1,0,0,1,987
712,bergmite,,712,15,1,0,0,1,991
713,avalugg,,713,15,1,0,0,1,992
714,noibat,,714,15,1,0,0,1,993
715,noivern,,715,15,1,0,0,1,994
716,xerneas-active,active,716,15,0,1,0,2,996
717,yveltal,,717,15,1,0,0,1,997
718,zygarde-50,50,718,15,1,0,0,1,998
719,diancie,,719,15,1,0,0,1,1003
720,hoopa,confined,720,15,1,0,0,1,1005
721,volcanion,,721,15,1,0,0,1,1007
722,rowlet,,722,17,1,0,0,1,1008
723,dartrix,,723,17,1,0,0,1,1009
724,decidueye,,724,17,1,0,0,1,1010
725,litten,,725,17,1,0,0,1,1011
726,torracat,,726,17,1,0,0,1,1012
727,incineroar,,727,17,1,0,0,1,1013
728,popplio,,728,17,1,0,0,1,1014
729,brionne,,729,17,1,0,0,1,1015
730,primarina,,730,17,1,0,0,1,1016
731,pikipek,,731,17,1,0,0,1,1017
732,trumbeak,,732,17,1,0,0,1,1018
733,toucannon,,733,17,1,0,0,1,1019
734,yungoos,,734,17,1,0,0,1,1020
735,gumshoos,,735,17,1,0,0,1,1021
736,grubbin,,736,17,1,0,0,1,1023
737,charjabug,,737,17,1,0,0,1,1024
738,vikavolt,,738,17,1,0,0,1,1025
739,crabrawler,,739,17,1,0,0,1,1027
740,crabominable,,740,17,1,0,0,1,1028
741,oricorio-baile,baile,741,17,1,0,0,1,1029
742,cutiefly,,742,17,1,0,0,1,1033
743,ribombee,,743,17,1,0,0,1,1034
744,rockruff,,744,17,1,0,0,1,1036
745,lycanroc-midday,midday,745,17,1,0,0,1,1038
746,wishiwashi-solo,solo,746,17,1,0,0,1,1041
747,mareanie,,747,17,1,0,0,1,1043
748,toxapex,,748,17,1,0,0,1,1044
749,mudbray,,749,17,1,0,0,1,1045
750,mudsdale,,750,17,1,0,0,1,1046
751,dewpider,,751,17,1,0,0,1,1047
752,araquanid,,752,17,1,0,0,1,1048
753,fomantis,,753,17,1,0,0,1,1050
754,lurantis,,754,17,1,0,0,1,1051
755,morelull,,755,17,1,0,0,1,1053
756,shiinotic,,756,17,1,0,0,1,1054
757,salandit,,757,17,1,0,0,1,1055
758,salazzle,,758,17,1,0,0,1,1056
759,stufful,,759,17,1,0,0,1,1058
760,bewear,,760,17,1,0,0,1,1059
761,bounsweet,,761,17,1,0,0,1,1060
762,steenee,,762,17,1,0,0,1,1061
763,tsareena,,763,17,1,0,0,1,1062
764,comfey,,764,17,1,0,0,1,1063
765,oranguru,,765,17,1,0,0,1,1064
766,passimian,,766,17,1,0,0,1,1065
767,wimpod,,767,17,1,0,0,1,1066
768,golisopod,,768,17,1,0,0,1,1067
769,sandygast,,769,17,1,0,0,1,1068
770,palossand,,770,17,1,0,0,1,1069
771,pyukumuku,,771,17,1,0,0,1,1070
772,type-null,,772,17,1,0,0,1,1071
773,silvally-normal,normal,773,17,1,0,0,1,1072
774,minior-red-meteor,red-meteor,774,17,1,0,0,1,1090
775,komala,,775,17,1,0,0,1,1104
776,turtonator,,776,17,1,0,0,1,1105
777,togedemaru,,777,17,1,0,0,1,1106
778,mimikyu-disguised,disguised,778,17,1,0,0,1,1108
779,bruxish,,779,17,1,0,0,1,1112
780,drampa,,780,17,1,0,0,1,1113
781,dhelmise,,781,17,1,0,0,1,1114
782,jangmo-o,,782,17,1,0,0,1,1115
783,hakamo-o,,783,17,1,0,0,1,1116
784,kommo-o,,784,17,1,0,0,1,1117
785,tapu-koko,,785,17,1,0,0,1,1119
786,tapu-lele,,786,17,1,0,0,1,1120
787,tapu-bulu,,787,17,1,0,0,1,1121
788,tapu-fini,,788,17,1,0,0,1,1122
789,cosmog,,789,17,1,0,0,1,1123
790,cosmoem,,790,17,1,0,0,1,1124
791,solgaleo,,791,17,1,0,0,1,1125
792,lunala,,792,17,1,0,0,1,1126
793,nihilego,,793,17,1,0,0,1,1127
794,buzzwole,,794,17,1,0,0,1,1128
795,pheromosa,,795,17,1,0,0,1,1129
796,xurkitree,,796,17,1,0,0,1,1130
797,celesteela,,797,17,1,0,0,1,1131
798,kartana,,798,17,1,0,0,1,1132
799,guzzlord,,799,17,1,0,0,1,1133
800,necrozma,,800,17,1,0,0,1,1134
801,magearna,,801,17,1,0,0,1,1138
802,marshadow,,802,17,1,0,0,1,1140
803,poipole,,803,18,1,0,0,1,1141
804,naganadel,,804,18,1,0,0,1,1142
805,stakataka,,805,18,1,0,0,1,1143
806,blacephalon,,806,18,1,0,0,1,1144
807,zeraora,,807,18,1,0,0,1,1145
808,meltan,,808,19,1,0,0,1,1146
809,melmetal,,809,19,1,0,0,1,1147
810,grookey,,810,20,1,0,0,1,1148
811,thwackey,,811,20,1,0,0,1,1149
812,rillaboom,,812,20,1,0,0,1,1150
813,scorbunny,,813,20,1,0,0,1,1151
814,raboot,,814,20,1,0,0,1,1152
815,cinderace,,815,20,1,0,0,1,1153
816,sobble,,816,20,1,0,0,1,1154
817,drizzile,,817,20,1,0,0,1,1155
818,inteleon,,818,20,1,0,0,1,1156
819,skwovet,,819,20,1,0,0,1,1157
820,greedent,,820,20,1,0,0,1,1158
821,rookidee,,821,20,1,0,0,1,1159
822,corvisquire,,822,20,1,0,0,1,1160
823,corviknight,,823,20,1,0,0,1,1161
824,blipbug,,824,20,1,0,0,1,1162
825,dottler,,825,20,1,0,0,1,1163
826,orbeetle,,826,20,1,0,0,1,1164
827,nickit,,827,20,1,0,0,1,1165
828,thievul,,828,20,1,0,0,1,1166
829,gossifleur,,829,20,1,0,0,1,1167
830,eldegoss,,830,20,1,0,0,1,1168
831,wooloo,,831,20,1,0,0,1,1169
832,dubwool,,832,20,1,0,0,1,1170
833,chewtle,,833,20,1,0,0,1,1171
834,drednaw,,834,20,1,0,0,1,1172
835,yamper,,835,20,1,0,0,1,1173
836,boltund,,836,20,1,0,0,1,1174
837,rolycoly,,837,20,1,0,0,1,1175
838,carkol,,838,20,1,0,0,1,1176
839,coalossal,,839,20,1,0,0,1,1177
840,applin,,840,20,1,0,0,1,1178
841,flapple,,841,20,1,0,0,1,1179
842,appletun,,842,20,1,0,0,1,1180
843,silicobra,,843,20,1,0,0,1,1181
844,sandaconda,,844,20,1,0,0,1,1182
845,cramorant,,845,20,1,0,0,1,1183
846,arrokuda,,846,20,1,0,0,1,1186
847,barraskewda,,847,20,1,0,0,1,1187
848,toxel,,848,20,1,0,0,1,1188
849,toxtricity-amped,amped,849,20,1,0,0,1,1189
850,sizzlipede,,850,20,1,0,0,1,1191
851,centiskorch,,851,20,1,0,0,1,1192
852,clobbopus,,852,20,1,0,0,1,1193
853,grapploct,,853,20,1,0,0,1,1194
854,sinistea-phony,phony,854,20,1,0,0,1,1195
855,polteageist-phony,phony,855,20,1,0,0,1,1197
856,hatenna,,856,20,1,0,0,1,1199
857,hattrem,,857,20,1,0,0,1,1200
858,hatterene,,858,20,1,0,0,1,1201
859,impidimp,,859,20,1,0,0,1,1202
860,morgrem,,860,20,1,0,0,1,1203
861,grimmsnarl,,861,20,1,0,0,1,1204
862,obstagoon,,862,20,1,0,0,1,1205
863,perrserker,,863,20,1,0,0,1,1206
864,cursola,,864,20,1,0,0,1,1207
865,sirfetchd,,865,20,1,0,0,1,1208
866,mr-rime,,866,20,1,0,0,1,1209
867,runerigus,,867,20,1,0,0,1,1210
868,milcery,,868,20,1,0,0,1,1211
869,alcremie-vanilla-cream,vanilla-cream,869,20,1,0,0,1,1212
870,falinks,,870,20,1,0,0,1,1221
871,pincurchin,,871,20,1,0,0,1,1222
872,snom,,872,20,1,0,0,1,1223
873,frosmoth,,873,20,1,0,0,1,1224
874,stonjourner,,874,20,1,0,0,1,1225
875,eiscue-ice,ice,875,20,1,0,0,1,1226
876,indeedee-male,male,876,20,1,0,0,1,1228
877,morpeko-full-belly,full-belly,877,20,1,0,0,1,1230
878,cufant,,878,20,1,0,0,1,1232
879,copperajah,,879,20,1,0,0,1,1233
880,dracozolt,,880,20,1,0,0,1,1234
881,arctozolt,,881,20,1,0,0,1,1235
882,dracovish,,882,20,1,0,0,1,1236
883,arctovish,,883,20,1,0,0,1,1237
884,duraludon,,884,20,1,0,0,1,1238
885,dreepy,,885,20,1,0,0,1,1239
886,drakloak,,886,20,1,0,0,1,1240
887,dragapult,,887,20,1,0,0,1,1241
888,zacian,,888,20,1,0,0,1,1242
889,zamazenta,,889,20,1,0,0,1,1244
890,eternatus,,890,20,1,0,0,1,1246
891,kubfu,,891,20,1,0,0,1,1248
892,urshifu-single-strike,single-strike,892,20,1,0,0,1,1249
893,zarude,,893,20,1,0,0,1,1251
894,regieleki,,894,20,1,0,0,1,1253
895,regidrago,,895,20,1,0,0,1,1254
896,glastrier,,896,20,1,0,0,1,1255
897,spectrier,,897,20,1,0,0,1,1256
898,calyrex,,898,20,1,0,0,1,1257
10001,unown-b,b,201,3,0,0,0,2,297
10002,unown-c,c,201,3,0,0,0,3,298
10003,unown-d,d,201,3,0,0,0,4,299
10004,unown-e,e,201,3,0,0,0,5,300
10005,unown-f,f,201,3,0,0,0,6,301
10006,unown-g,g,201,3,0,0,0,7,302
10007,unown-h,h,201,3,0,0,0,8,303
10008,unown-i,i,201,3,0,0,0,9,304
10009,unown-j,j,201,3,0,0,0,10,305
10010,unown-k,k,201,3,0,0,0,11,306
10011,unown-l,l,201,3,0,0,0,12,307
10012,unown-m,m,201,3,0,0,0,13,308
10013,unown-n,n,201,3,0,0,0,14,309
10014,unown-o,o,201,3,0,0,0,15,310
10015,unown-p,p,201,3,0,0,0,16,311
10016,unown-q,q,201,3,0,0,0,17,312
10017,unown-r,r,201,3,0,0,0,18,313
10018,unown-s,s,201,3,0,0,0,19,314
10019,unown-t,t,201,3,0,0,0,20,315
10020,unown-u,u,201,3,0,0,0,21,316
10021,unown-v,v,201,3,0,0,0,22,317
10022,unown-w,w,201,3,0,0,0,23,318
10023,unown-x,x,201,3,0,0,0,24,319
10024,unown-y,y,201,3,0,0,0,25,320
10025,unown-z,z,201,3,0,0,0,26,321
10026,unown-exclamation,exclamation,201,5,0,0,0,27,322
10027,unown-question,question,201,5,0,0,0,28,323
10028,castform-sunny,sunny,10013,5,1,1,0,2,491
10029,castform-rainy,rainy,10014,5,1,1,0,3,492
10030,castform-snowy,snowy,10015,5,1,1,0,4,493
10031,deoxys-attack,attack,10001,7,1,0,0,2,541
10032,deoxys-defense,defense,10002,7,1,0,0,3,542
10033,deoxys-speed,speed,10003,6,1,0,0,4,543
10034,burmy-sandy,sandy,412,8,0,0,0,2,568
10035,burmy-trash,trash,412,8,0,0,0,3,569
10036,wormadam-sandy,sandy,10004,8,1,0,0,2,571
10037,wormadam-trash,trash,10005,8,1,0,0,3,572
10038,cherrim-sunshine,sunshine,421,8,0,1,0,2,583
10039,shellos-east,east,422,8,0,0,0,2,585
10040,gastrodon-east,east,423,8,0,0,0,2,587
10041,arceus-bug,bug,493,8,0,0,0,7,647
10042,arceus-dark,dark,493,8,0,0,0,17,657
10043,arceus-dragon,dragon,493,8,0,0,0,16,656
10044,arceus-electric,electric,493,8,0,0,0,13,653
10045,arceus-fighting,fighting,493,8,0,0,0,2,642
10046,arceus-fire,fire,493,8,0,0,0,10,650
10047,arceus-flying,flying,493,8,0,0,0,3,643
10048,arceus-ghost,ghost,493,8,0,0,0,8,648
10049,arceus-grass,grass,493,8,0,0,0,12,652
10050,arceus-ground,ground,493,8,0,0,0,5,645
10051,arceus-ice,ice,493,8,0,0,0,15,655
10052,arceus-poison,poison,493,8,0,0,0,4,644
10053,arceus-psychic,psychic,493,8,0,0,0,14,654
10054,arceus-rock,rock,493,8,0,0,0,6,646
10055,arceus-steel,steel,493,8,0,0,0,9,649
10056,arceus-water,water,493,8,0,0,0,11,651
10057,arceus-unknown,unknown,493,8,0,0,0,19,659
10058,rotom-heat,heat,10008,9,1,0,0,2,621
10059,rotom-wash,wash,10009,9,1,0,0,3,622
10060,rotom-frost,frost,10010,9,1,0,0,4,623
10061,rotom-fan,fan,10011,9,1,0,0,5,624
10062,rotom-mow,mow,10012,9,1,0,0,6,625
10063,giratina-origin,origin,10007,9,1,0,0,2,634
10064,shaymin-sky,sky,10006,9,1,0,0,2,640
10065,pichu-spiky-eared,spiky-eared,172,10,0,0,0,2,35
10066,basculin-blue-striped,blue-striped,10016,11,1,0,0,2,718
10067,darmanitan-zen,zen,10017,11,1,1,0,2,725
10068,deerling-summer,summer,585,11,0,0,0,2,759
10069,deerling-autumn,autumn,585,11,0,0,0,3,760
10070,deerling-winter,winter,585,11,0,0,0,4,761
10071,sawsbuck-summer,summer,586,11,0,0,0,2,763
10072,sawsbuck-autumn,autumn,586,11,0,0,0,3,764
10073,sawsbuck-winter,winter,586,11,0,0,0,4,765
10074,meloetta-pirouette,pirouette,10018,11,1,1,0,2,835
10075,genesect-douse,douse,649,11,0,0,0,2,837
10076,genesect-shock,shock,649,11,0,0,0,3,838
10077,genesect-burn,burn,649,11,0,0,0,4,839
10078,genesect-chill,chill,649,11,0,0,0,5,840
10079,tornadus-therian,therian,10019,14,1,0,0,2,822
10080,thundurus-therian,therian,10020,14,1,0,0,2,824
10081,landorus-therian,therian,10021,14,1,0,0,2,828
10082,kyurem-black,black,10022,14,1,0,0,3,831
10083,kyurem-white,white,10023,14,1,0,0,2,830
10084,keldeo-resolute,resolute,10024,14,1,0,0,2,833
10085,arceus-fairy,fairy,493,15,0,0,0,18,658
10086,vivillon-icy-snow,icy-snow,666,15,1,0,0,1,897
10087,vivillon-polar,polar,666,15,0,0,0,2,898
10088,vivillon-tundra,tundra,666,15,0,0,0,3,899
10089,vivillon-continental,continental,666,15,0,0,0,4,900
10090,vivillon-garden,garden,666,15,0,0,0,5,901
10091,vivillon-elegant,elegant,666,15,0,0,0,6,902
10092,vivillon-modern,modern,666,15,0,0,0,8,904
10093,vivillon-marine,marine,666,15,0,0,0,9,905
10094,vivillon-archipelago,archipelago,666,15,0,0,0,10,906
10095,vivillon-high-plains,high-plains,666,15,0,0,0,11,907
10096,vivillon-sandstorm,sandstorm,666,15,0,0,0,12,908
10097,vivillon-river,river,666,15,0,0,0,13,909
10098,vivillon-monsoon,monsoon,666,15,0,0,0,14,910
10099,vivillon-savanna,savanna,666,15,0,0,0,15,911
10100,vivillon-sun,sun,666,15,0,0,0,16,912
10101,vivillon-ocean,ocean,666,15,0,0,0,17,913
10102,vivillon-jungle,jungle,666,15,0,0,0,18,914
10103,flabebe-yellow,yellow,669,15,0,0,0,2,920
10104,flabebe-orange,orange,669,15,0,0,0,3,921
10105,flabebe-blue,blue,669,15,0,0,0,4,922
10106,flabebe-white,white,669,15,0,0,0,5,923
10107,floette-yellow,yellow,670,15,0,0,0,2,925
10108,floette-orange,orange,670,15,0,0,0,3,926
10109,floette-blue,blue,670,15,0,0,0,4,927
10110,floette-white,white,670,15,0,0,0,5,928
10111,florges-yellow,yellow,671,15,0,0,0,2,931
10112,florges-orange,orange,671,15,0,0,0,3,932
10113,florges-blue,blue,671,15,0,0,0,4,933
10114,florges-white,white,671,15,0,0,0,5,934
10115,furfrou-heart,heart,676,15,0,0,0,2,940
10116,furfrou-star,star,676,15,0,0,0,3,941
10117,furfrou-diamond,diamond,676,15,0,0,0,4,942
10118,furfrou-debutante,debutante,676,15,0,0,0,5,943
10119,furfrou-matron,matron,676,15,0,0,0,6,944
10120,furfrou-dandy,dandy,676,15,0,0,0,7,945
10121,furfrou-la-reine,la-reine,676,15,0,0,0,8,946
10122,furfrou-kabuki,kabuki,676,15,0,0,0,9,947
10123,furfrou-pharaoh,pharaoh,676,15,0,0,0,10,948
10124,meowstic-female,female,10025,15,1,0,0,2,951
10125,aegislash-blade,blade,10026,15,1,1,0,2,955
10126,pumpkaboo-small,small,10027,15,1,0,0,2,984
10127,pumpkaboo-large,large,10028,15,1,0,0,3,985
10128,pumpkaboo-super,super,10029,15,1,0,0,4,986
10129,gourgeist-small,small,10030,15,1,0,0,2,988
10130,gourgeist-large,large,10031,15,1,0,0,3,989
10131,gourgeist-super,super,10032,15,1,0,0,4,990
10132,xerneas-neutral,neutral,716,15,0,0,0,1,995
10133,venusaur-mega,mega,10033,15,1,1,1,2,4
10134,charizard-mega-x,mega-x,10034,15,1,1,1,2,8
10135,charizard-mega-y,mega-y,10035,15,1,1,1,3,9
10136,blastoise-mega,mega,10036,15,1,1,1,2,13
10137,alakazam-mega,mega,10037,15,1,1,1,2,106
10138,gengar-mega,mega,10038,15,1,1,1,2,150
10139,kangaskhan-mega,mega,10039,15,1,1,1,2,185
10140,pinsir-mega,mega,10040,15,1,1,1,2,208
10141,gyarados-mega,mega,10041,15,1,1,1,2,212
10142,aerodactyl-mega,mega,10042,15,1,1,1,2,232
10143,mewtwo-mega-x,mega-x,10043,15,1,1,1,2,245
10144,mewtwo-mega-y,mega-y,10044,15,1,1,1,3,246
10145,ampharos-mega,mega,10045,15,1,1,1,2,275
10146,scizor-mega,mega,10046,15,1,1,1,2,198
10147,heracross-mega,mega,10047,15,1,1,1,2,337
10148,houndoom-mega,mega,10048,15,1,1,1,2,357
10149,tyranitar-mega,mega,10049,15,1,1,1,2,369
10150,blaziken-mega,mega,10050,15,1,1,1,2,380
10151,gardevoir-mega,mega,10051,15,1,1,1,2,409
10152,mawile-mega,mega,10052,15,1,1,1,2,434
10153,aggron-mega,mega,10053,15,1,1,1,2,438
10154,medicham-mega,mega,10054,15,1,1,1,2,441
10155,manectric-mega,mega,10055,15,1,1,1,2,444
10156,banette-mega,mega,10056,15,1,1,1,2,497
10157,absol-mega,mega,10057,15,1,1,1,2,505
10158,garchomp-mega,mega,10058,15,1,1,1,2,604
10159,lucario-mega,mega,10059,15,1,1,1,2,607
10160,abomasnow-mega,mega,10060,15,1,1,1,2,619
10161,vivillon-fancy,fancy,666,15,0,0,0,19,915
10162,vivillon-poke-ball,poke-ball,666,15,0,0,0,20,916
10163,floette-eternal,eternal,10061,15,1,0,0,6,929
10164,latias-mega,mega,10062,15,1,1,1,2,530
10165,latios-mega,mega,10063,15,1,1,1,2,532
10166,swampert-mega,mega,10064,16,1,1,1,2,384
10167,sceptile-mega,mega,10065,16,1,1,1,2,376
10168,sableye-mega,mega,10066,16,1,1,1,2,432
10169,altaria-mega,mega,10067,16,1,1,1,2,473
10170,gallade-mega,mega,10068,16,1,1,1,2,411
10171,audino-mega,mega,10069,16,1,1,1,2,698
10172,sharpedo-mega,mega,10070,16,1,1,1,2,456
10173,slowbro-mega,mega,10071,16,1,1,1,2,128
10174,steelix-mega,mega,10072,16,1,1,1,2,153
10175,pidgeot-mega,mega,10073,16,1,1,1,2,24
10176,glalie-mega,mega,10074,16,1,1,1,2,508
10177,diancie-mega,mega,10075,16,1,1,1,2,1004
10178,metagross-mega,mega,10076,16,1,1,1,2,525
10179,kyogre-primal,primal,10077,16,1,1,0,2,534
10180,groudon-primal,primal,10078,16,1,1,0,2,536
10181,rayquaza-mega,mega,10079,16,1,1,1,2,538
10182,pikachu-rock-star,rock-star,10080,16,1,0,0,3,38
10183,pikachu-belle,belle,10081,16,1,0,0,4,39
10184,pikachu-pop-star,pop-star,10082,16,1,0,0,5,40
10185,pikachu-phd,phd,10083,16,1,0,0,6,41
10186,pikachu-libre,libre,10084,16,1,0,0,7,42
10187,pikachu-cosplay,cosplay,10085,16,1,0,0,2,37
10188,hoopa-unbound,unbound,10086,16,1,0,0,2,1006
10189,camerupt-mega,mega,10087,16,1,1,1,2,461
10190,lopunny-mega,mega,10088,16,1,1,1,2,592
10191,salamence-mega,mega,10089,16,1,1,1,2,521
10192,beedrill-mega,mega,10090,16,1,1,1,2,20
10193,rattata-alola,alola,10091,17,1,0,0,2,26
10194,raticate-alola,alola,10092,17,1,0,0,2,28
10195,raticate-totem-alola,totem-alola,10093,17,1,1,0,3,29
10196,pikachu-original-cap,original-cap,10094,17,1,0,0,8,43
10197,pikachu-hoenn-cap,hoenn-cap,10095,17,1,0,0,9,44
10198,pikachu-sinnoh-cap,sinnoh-cap,10096,17,1,0,0,10,45
10199,pikachu-unova-cap,unova-cap,10097,17,1,0,0,11,46
10200,pikachu-kalos-cap,kalos-cap,10098,17,1,0,0,12,47
10201,pikachu-alola-cap,alola-cap,10099,17,1,0,0,13,48
10202,raichu-alola,alola,10100,17,1,0,0,2,52
10203,sandshrew-alola,alola,10101,17,1,0,0,2,54
10204,sandslash-alola,alola,10102,17,1,0,0,2,56
10205,vulpix-alola,alola,10103,17,1,0,0,2,67
10206,ninetales-alola,alola,10104,17,1,0,0,2,69
10207,diglett-alola,alola,10105,17,1,0,0,2,85
10208,dugtrio-alola,alola,10106,17,1,0,0,2,87
10209,meowth-alola,alola,10107,17,1,0,0,2,89
10210,persian-alola,alola,10108,17,1,0,0,2,92
10211,geodude-alola,alola,10109,17,1,0,0,2,116
10212,graveler-alola,alola,10110,17,1,0,0,2,118
10213,golem-alola,alola,10111,17,1,0,0,2,120
10214,grimer-alola,alola,10112,17,1,0,0,2,142
10215,muk-alola,alola,10113,17,1,0,0,2,144
10216,exeggutor-alola,alola,10114,17,1,0,0,2,162
10217,marowak-alola,alola,10115,17,1,0,0,2,165
10218,greninja-battle-bond,battle-bond,10116,17,1,0,0,2,850
10219,greninja-ash,ash,10117,17,1,1,0,3,851
10220,zygarde-10-power-construct,10-power-construct,10118,17,1,0,0,3,1000
10221,zygarde-50-power-construct,50-power-construct,10119,17,1,0,0,4,1001
10222,zygarde-complete,complete,10120,17,1,0,0,5,1002
10223,gumshoos-totem,totem,10121,17,1,1,0,2,1022
10224,vikavolt-totem,totem,10122,17,1,1,0,2,1026
10225,oricorio-pom-pom,pom-pom,10123,17,1,0,0,2,1030
10226,oricorio-pau,pau,10124,17,1,0,0,3,1031
10227,oricorio-sensu,sensu,10125,17,1,0,0,4,1032
10228,lycanroc-midnight,midnight,10126,17,1,0,0,2,1039
10229,wishiwashi-school,school,10127,17,1,1,0,2,1042
10230,lurantis-totem,totem,10128,17,1,1,0,2,1052
10231,salazzle-totem,totem,10129,17,1,1,0,2,1057
10232,silvally-fighting,fighting,773,17,0,0,0,2,1073
10233,silvally-flying,flying,773,17,0,0,0,3,1074
10234,silvally-poison,poison,773,17,0,0,0,4,1075
10235,silvally-ground,ground,773,17,0,0,0,5,1076
10236,silvally-rock,rock,773,17,0,0,0,6,1077
10237,silvally-bug,bug,773,17,0,0,0,7,1078
10238,silvally-ghost,ghost,773,17,0,0,0,8,1079
10239,silvally-steel,steel,773,17,0,0,0,9,1080
10240,silvally-fire,fire,773,17,0,0,0,10,1081
10241,silvally-water,water,773,17,0,0,0,11,1082
10242,silvally-grass,grass,773,17,0,0,0,12,1083
10243,silvally-electric,electric,773,17,0,0,0,13,1084
10244,silvally-psychic,psychic,773,17,0,0,0,14,1085
10245,silvally-ice,ice,773,17,0,0,0,15,1086
10246,silvally-dragon,dragon,773,17,0,0,0,16,1087
10247,silvally-dark,dark,773,17,0,0,0,17,1088
10248,silvally-fairy,fairy,773,17,0,0,0,18,1089
10249,minior-orange-meteor,orange-meteor,10130,17,1,1,0,2,1091
10250,minior-yellow-meteor,yellow-meteor,10131,17,1,1,0,3,1092
10251,minior-green-meteor,green-meteor,10132,17,1,1,0,4,1093
10252,minior-blue-meteor,blue-meteor,10133,17,1,1,0,5,1094
10253,minior-indigo-meteor,indigo-meteor,10134,17,1,1,0,6,1095
10254,minior-violet-meteor,violet-meteor,10135,17,1,1,0,7,1096
10255,minior-red,red,10136,17,1,0,0,8,1097
10256,minior-orange,orange,10137,17,1,0,0,9,1098
10257,minior-yellow,yellow,10138,17,1,0,0,10,1099
10258,minior-green,green,10139,17,1,0,0,11,1100
10259,minior-blue,blue,10140,17,1,0,0,12,1101
10260,minior-indigo,indigo,10141,17,1,0,0,13,1102
10261,minior-violet,violet,10142,17,1,0,0,14,1103
10262,mimikyu-busted,busted,10143,17,1,1,0,2,1109
10263,mimikyu-totem-disguised,totem-disguised,10144,17,1,1,0,3,1110
10264,mimikyu-totem-busted,totem-busted,10145,17,1,1,0,4,1111
10265,kommo-o-totem,totem,10146,17,1,1,0,2,1118
10266,magearna-original,original,10147,17,1,0,0,2,1139
10267,pikachu-partner-cap,partner-cap,10148,18,1,0,0,14,49
10268,marowak-totem,totem,10149,18,1,0,0,3,166
10269,mothim-sandy,sandy,414,18,0,0,0,2,574
